bonica.rid,bonica.cid,name,lname,ffname,gender,icpsr,id_fec
cand72782,5e15,"ellison, pamela j & johnson, kari",ellison,pamela j & johnson,U,MN69578,MN69578
cand72873,NA,"hakeem, farheen & dittmann, dan",hakeem,farheen & dittmann,F,MN69701,MN69701
cand72937,3818418592,"hutchinson, peter, & reed, maureen",hutchinson,peter,M,MN69789,MN69789
cand72957,5e15,"jeffers, sue & hendrycks, ruth",jeffers,sue & hendrycks,U,MN69818,MN69818
cand72971,3818431621,"johnson, jeff",johnson,jeff,M,MN69837,mn_17641
cand730,2727895707,"hastert, j dennis",hastert,j dennis,M,15417,H6IL14095
cand73093,5e15,"lourey, becky & baylor, tim",lourey,becky & baylor,U,MN69989,MN69989
cand732,3114060895,"hefley, joel m",hefley,joel m,M,15419,H6CO05076
cand73224,NA,"penny, timothy j tim & robertson, martha r",penny,timothy j tim & robertson,U,MN70166,MN70166
cand73225,NA,"pentel, ken",pentel,ken,M,MN70167,mn_16493
cand733,NA,"herger, walter william wally jr",herger,walter william wally,M,15420,H6CA02010
cand73445,NA,"vekich, mike",vekich,mike,M,MN70455,MN70455
cand73446,NA,"ventura, jesse",ventura,jesse,M,MN70456,MN70456
cand735,3818422766,"holloway, clyde c",holloway,clyde c,M,15422,H0LA08017
cand736,500003e10,"houghton, amory jr",houghton,amory,M,15423,H6NY34069
cand73627,3822456985,"blunt, matt",blunt,matt,M,MO11825,MO11825
cand73681,NA,"asbury, randy",asbury,randy,M,MO132924,mo_C151042
cand737,3750299357,"inhofe, james m",inhofe,james m,M,15424,S4OK00083
cand738,NA,"johnson, tim",johnson,tim,M,15425,S6SD00051
cand740,NA,"kennedy, joseph p ii",kennedy,joseph p,M,15427,H6MA08141
cand74028,5e15,"hanaway, catherine l",hanaway,catherine l,F,MO14686,mo_C141055
cand74046,NA,"holden, bob",holden,bob,M,MO15080,MO15080
cand74067,3820445856,"kinder, peter",kinder,peter,M,MO15835,mo_C151161
cand74122,29336015507,"nixon, jeremiah w jay",nixon,jeremiah w jay,M,MO17619,MO17619
cand742,3813412413,"kyl, jon l",kyl,jon l,M,15429,S4AZ00030
cand74319,5e15,"chappelle nadal, maria n",chappelle nadal,maria n,F,H6MO01253,H6MO01253
cand74365,3822459978,"koster, christopher a chris",koster,christopher a chris,M,MO5758,mo_C031159
cand744,2953991201,"lewis, john robert",lewis,john robert,M,15431,H6GA05217
cand746,4337673174,"mfume, kweisi",mfume,kweisi,M,15433,S6MD03185
cand747,NA,"morella, constance a",morella,constance a,F,15434,H0MD08021
cand74738,5744309436,"kline, richard allen",kline,richard allen,M,MO72892,MO72892
cand74766,2798930013,"lepage, jim",lepage,jim,M,MO72931,MO72931
cand74781,3246171036,"macy, elgar",macy,elgar,M,MO72954,MO72954
cand748,2961005575,"nagle, david r",nagle,david r,M,15435,H2IA03028
cand749,NA,"pickett, owen bradford",pickett,owen bradford,M,15437,H6VA02057
cand74926,3820439874,"rice, larry",rice,larry,M,MO73148,MO73148
cand750,3822458851,"price, david eugene",price,david eugene,M,15438,H6NC04037
cand75071,2731884173,"thompson, gregory e",thompson,gregory e,M,MO73329,MO73329
cand75133,NA,"whitaker, tim",whitaker,tim,M,MO73418,MO73418
cand75201,NA,"schmitt, eric",schmitt,eric,M,42303,S2MO00544
cand75233,3072019945,"burlison, eric",burlison,eric,M,22305,H2MO07143
cand75247,26642152938,"bryant, phil",bryant,phil,M,MS12169,MS12169
cand75318,NA,"cripps, john thomas",cripps,john thomas,M,MS134592,MS134592
cand75367,3818422383,"hood, jim",hood,jim,M,MS15129,MS15129
cand75379,NA,"musgrove, ronnie",musgrove,ronnie,M,MS17497,MS17497
cand75384,3820441594,"reeves, tate",reeves,tate,M,MS18463,MS18463
cand75428,2563810992,"dupree, johnny l",dupree,johnny l,M,MS352143,MS352143
cand75429,4075309306,"luckett, bill",luckett,bill,M,MS352144,MS352144
cand75430,2802928432,"dennis, dave",dennis,dave,M,MS352147,MS352147
cand75431,2736895932,"holliday, hudson",holliday,hudson,M,MS352148,MS352148
cand756,5e15,"slaughter, louise mcintosh",slaughter,louise mcintosh,F,15444,H6NY03031
cand757,36181796933,"smith, lamar s",smith,lamar s,M,15445,H6TX21012
cand75712,4558963365,"briggs, eddie",briggs,eddie,M,MS75428,MS75428
cand75775,NA,"dillon, sherman lee",dillon,sherman lee,M,MS75511,MS75511
cand758,29085817931,"upton, frederick stephen",upton,frederick stephen,M,15446,H6MI04113
cand75801,3820453172,"fondren, elmer l louis",fondren,elmer l louis,M,MS75543,MS75543
cand75818,3820446734,"gibson, dan m",gibson,dan m,M,MS75564,MS75564
cand75888,NA,"keenan, jim",keenan,jim,M,MS75665,MS75665
cand759,2819932444,"weldon, curt",weldon,curt,M,15447,H4PA07027
cand75901,NA,"ladner, jerry l",ladner,jerry l,M,MS75681,MS75681
cand75996,3818443422,"parker, mike",parker,mike,M,MS75807,MS75807
cand760,5e15,"pelosi, nancy",pelosi,nancy,F,15448,H8CA05035
cand761,3787807202,"shays, christopher",shays,christopher,M,15449,H8CT04057
cand76108,NA,"tyner sr, mitchell h mitch",tyner,mitchell h mitch,M,MS75966,MS75966
cand76143,NA,"williams, charlie",williams,charlie,M,MS76010,MS76010
cand762,NA,"clement, bob",clement,bob,M,15450,H2TN07038
cand763,NA,"mccrery, james o iii",mccrery,james o,M,15451,H8LA04134
cand76486,3818430776,"jones, stanley r & kaszula, michael",jones,stanley r & kaszula,U,MT15596,MT15596
cand765,NA,"costello, jerry f",costello,jerry f,M,15453,H8IL21021
cand76531,NA,"mazurek, joe & bradley, dorothy",mazurek,joe & bradley,M,MT16803,MT16803
cand76545,4772175235,"miller, ken & buchanan, wayne",miller,ken & buchanan,M,MT17164,MT17164
cand766,3169120383,"pallone, frank jr",pallone,frank,M,15454,H8NJ03073
cand76625,5321817366,"vincent, john & sexton, mary h",vincent,john & sexton,M,MT20322,MT20322
cand76656,27816028789,"hill, rick & sonju, jon",hill,rick & sonju,U,MT352637,MT352637
cand76657,5714139870,"livingstone, neil c & zinke, ryan",livingstone,neil c & zinke,U,MT352638,MT352638
cand76673,3816419601,"brown, roy & daines, steven d steve",brown,roy & daines,M,MT3634,MT3634
cand76688,3818433660,"wanzenried, david e",wanzenried,david e,M,MT5866,MT5866
cand767,4110320943,"duncan, john james jr",duncan,john james,M,15455,H8TN02069
cand76725,4183394511,"essmann, jeffrey",essmann,jeffrey,M,MT5903,MT5903
cand76752,3816417422,"cooney, mike & wyatt, diane",cooney,mike & wyatt,M,MT5930,MT5930
cand76787,5e15,"arntzen, elsie",arntzen,elsie,F,H4MT01058,H4MT01058
cand76788,29075803927,"schweitzer, brian & bohlinger, john c",schweitzer,brian & bohlinger,U,MT5967,MT5967
cand768,2788923314,"bond, christopher s",bond,christopher s,M,15501,S6MO00289
cand76813,4930330710,"brown, bob & lewis, david",brown,bob & lewis,M,MT77071,MT77071
cand76864,5321741000,"keating, tom & brainard, matt",keating,tom & brainard,M,MT77123,MT77123
cand76865,2380699477,"kelleher, bob & little thunder, colleen",kelleher,bob & little thunder,M,MT77124,MT77124
cand769,NA,"conrad, gaylord kent",conrad,gaylord kent,M,15502,S6ND00058
cand76912,3818421380,"steele, larry h & luce, harold",steele,larry h & luce,M,MT77174,MT77174
cand77,NA,"pryor, david hampton",pryor,david hampton,M,10791,S8AR00047
cand770,NA,"graham, bob",graham,bob,M,15503,S6FL00020
cand77079,3816415336,"martz, judy & ohs, karl",martz,judy & ohs,U,MT77366,MT77366
cand77080,30097780551,"lynch, jim",lynch,jim,M,MT77367,MT_c_10279
cand773,2504776097,"campbell, tom",campbell,tom,M,15600,S2CA00351
cand77315,5e15,"juneau, denise",juneau,denise,F,H6MT01095,H6MT01095
cand774,NA,"cox, christopher",cox,christopher,M,15601,H8CA40057
cand77488,3822456277,"vandevender, ron & mulcahy, marc",vandevender,ron & mulcahy,M,MT77816,MT77816
cand77508,3820444672,"pogreba, donald & neiffer, jason",pogreba,donald & neiffer,U,MT77839,MT77839
cand77565,5321741000,"natelson, rob & keating, tom",natelson,rob & keating,U,MT77902,MT77902
cand776,30404444736,"engel, eliot l",engel,eliot l,M,15603,H8NY19058
cand77789,3818440545,"davison, pat & mihalic, david",davison,pat & mihalic,U,MT78157,MT78157
cand778,3820443293,"goss, porter johnston",goss,porter johnston,M,15605,H8FL13037
cand77937,3932841619,"fischer, william a & white, steve",fischer,william a & white,U,MT78324,MT78324
cand77999,500001e10,"mitchell, elizabeth h",mitchell,elizabeth h,F,N00000487,ME1629
cand78003,3820442730,"douglas, jim",douglas,jim,M,N00000536,VT7705
cand78019,3816417287,"condon, charlie",condon,charlie,M,N00002442,SC110374
cand78063,NA,"keating, joe",keating,joe,M,N00007728,OR103188
cand78073,500001e10,"lightfoot, gail k",lightfoot,gail k,F,S8CA00283,S8CA00283
cand78105,5754564559,"krawchuk, ken v",krawchuk,ken v,M,N00013631,PA105634
cand78112,29055815221,"oberweis, james d jim",oberweis,james d jim,M,N00024894,IL47315
cand78113,3822468044,"snyder, jim",snyder,jim,M,N00025139,nc_STA-C0135N-C-001
cand78120,NA,"bukewihge, edie",bukewihge,edie,F,N00025682,CA28477
cand78142,5e15,"parker, glenda gail",parker,glenda gail,F,N00028515,S6VA00135
cand78171,NA,"ballantine, patrick j",ballantine,patrick j,M,NC11405,NC11405
cand78215,3818440620,"dalton, walter h",dalton,walter h,M,NC13103,NC13103
cand78250,2591822396,"barrett, dan",barrett,dan,M,NC133232,NC133232
cand784,5e15,"lowey, nita m",lowey,nita m,F,15612,H8NY20056
cand784496,NA,"andrews, camille spinello",andrews,camille spinello,F,H8NJ01143999,H8NJ01143
cand785,2932993632,"mcdermott, james adelbert",mcdermott,james adelbert,M,15613,H8WA07132
cand785112,5e15,"marks, ellen l",marks,ellen l,F,H0IN02232999,H0IN02232
cand78536,5e15,"perdue, beverly m",perdue,beverly m,F,NC18025,NC18025
cand78570,5e15,"shubert, fern",shubert,fern,F,NC19220,NC19220
cand786,NA,"mcnulty, michael r",mcnulty,michael r,M,15614,H8NY23084
cand78640,29175854321,"faison, william",faison,william,M,NC5986,NC5986
cand78652,4648059857,"smith, fred",smith,fred,M,NC5999,NC5999
cand78666,5e15,"coleman, linda",coleman,linda,F,NC414564,nc_STA-0T2J80-C-001
cand78694,3816418884,"brock, andrew c",brock,andrew c,M,H6NC13053,H6NC13053
cand78696,5e15,"ross, deborah k",ross,deborah k,F,S6NC00266,S6NC00266
cand78771,29175864109,"boyd, bill",boyd,bill,M,NC80303,nc_STA-2LK92N-C-001
cand788,2452763515,"neal, richard e",neal,richard e,M,15616,H8MA02041
cand78872,3818440720,"dalton, ronald l",dalton,ronald l,M,NC80465,nc_STA-C0751N-C-001
cand78897,2752914177,"dulin, andy t",dulin,andy t,M,H2NC09126,H2NC09126
cand789,2756904264,"parker, paul michael mike",parker,paul michael mike,M,15617,H8MS04156
cand78969,NA,"graham, william marc bill",graham,william marc bill,M,NC80631,NC80631
cand790,NA,"paxon, bill",paxon,bill,M,15618,H8NY31012
cand791,2751909274,"payne, donald m",payne,donald m,M,15619,H0NJ10026
cand79115,29065812345,"little, george w",little,george w,M,NC80887,NC80887
cand79149,NA,"mccrory, pat",mccrory,pat,U,NC80941,NC80941
cand79193,4130326904,"munger, michael",munger,michael,M,NC81024,NC81024
cand79194,NA,"neely, charles b jr",neely,charles b,M,NC81028,NC81028
cand792,NA,"poshard, glendal w",poshard,glendal w,M,15620,H8IL22094
cand79210,29085841335,"orr, robert f bob",orr,robert f bob,M,NC81051,NC81053
cand793,3787795645,"rohrabacher, dana",rohrabacher,dana,M,15621,H8CA42061
cand79591,5452824733,"mathern, tim & boucher, merle",mathern,tim & boucher,M,ND1932,ND1932
cand79613,5472864523,"glassheim, eliot",glassheim,eliot,M,S6ND00108,S6ND00108
cand79724,NA,"taylor, ryan m & chaffee, ellen",taylor,ryan m & chaffee,M,ND6094,ND6094
cand79808,29065807533,"dalrymple, jack & wrigley, drew",dalrymple,jack & wrigley,U,ND83182,ND83182
cand79866,NA,"heitkamp, heidi & krauter, aaron",heitkamp,heidi & krauter,U,ND83260,ND83260
cand799,3768388122,"stearns, clifford b",stearns,clifford b,M,15627,H8FL06056
cand79999,NA,"satrom, joseph a & mathern, deb",satrom,joseph a & mathern,U,ND83438,ND83438
cand80,NA,"kennedy, edward moore",kennedy,edward moore,M,10808,S6MA00015
cand800,NA,"tanner, john s",tanner,john s,M,15628,H8TN08033
cand80096,5402534598,"lakers, mark",lakers,mark,M,NE140045,NE140045
cand80100,NA,"krist, bob & walz, lynne m",krist,bob & walz,M,NE6566802,NE6566802
cand80190,3820452947,"foley, mike",foley,mike,M,NE6107,NE6107
cand80198,37694952739,"flood, mike",flood,mike,M,22166,H2NE01118
cand802,NA,"walsh, james t",walsh,james t,M,15630,H8NY27036
cand80207,3816420876,"carlson, tom",carlson,tom,M,NE7783,NE7783
cand80247,4208414582,"nabity, dave",nabity,dave,M,NE84386,NE84386
cand80253,4643045483,"meister, mike & boyle, anne",meister,mike & boyle,M,NE84398,NE84398
cand80261,3822464609,"geary, christopher",geary,christopher,M,NE84415,NE84415
cand80263,4172387715,"hahn, david & loschen, steve",hahn,david & loschen,U,NE84418,NE84418
cand80288,5e15,"dean, stormy & chesterman, melany s",dean,stormy & chesterman,U,NE84466,NE84466
cand80292,3818428701,"wicht, robert j",wicht,robert j,M,NE84473,NE84473
cand803,5e15,"long, jill lynette",long,jill lynette,F,15631,H6IN05026
cand80358,2424744336,"heineman, dave & sheehy, rick",heineman,dave & sheehy,U,NE91,NE91
cand80375,3166134886,"mccoy, beau",mccoy,beau,M,NE9410,NE9410
cand80440,5513258391,"benson, craig r",benson,craig r,M,NH11651,NH11651
cand80445,5513082872,"bramante, frederick",bramante,frederick,M,NH11984,NH11984
cand80470,NA,"testerman, karen",testerman,karen,F,NH139661,NH139661
cand80485,NA,"sullivan, frank",sullivan,frank,M,NH146463,NH146463
cand80498,5e15,"forrester, jeanie",forrester,jeanie,F,NH146822,NH146822
cand805,NA,"thomas, craig",thomas,craig,M,15633,S4WY00055
cand80515,5e15,"hollingworth, beverly a",hollingworth,beverly a,F,NH15101,NH15101
cand80568,NA,"squires, dr jim",squires,dr jim,M,NH19508,NH19508
cand806,5e15,"ros lehtinen, ileana",ros lehtinen,ileana,F,15634,H0FL18025
cand80604,4621035023,"robertson, timothy n",robertson,timothy n,M,NH2172,NH2172
cand807,3789192681,"condit, gary",condit,gary,M,15635,H0CA15031
cand80744,29095822665,"lynch, john",lynch,john,M,NH6167,NH6167
cand80784,5513181575,"mceachern, paul",mceachern,paul,M,NH6229,NH6229
cand808,4691072860,"geren, preston m pete",geren,preston m pete,M,15636,H6TX06062
cand80884,29055816953,"coburn, james b",coburn,james b,M,NH6372,NH6372
cand809,4091304535,"taylor, gary eugene gene",taylor,gary eugene gene,M,15637,H8MS05047
cand80927,5e15,"brown, mary",brown,mary,F,NH84990,NH84990
cand80946,NA,"forry, katy kathryn",forry,katy kathryn,F,NH85037,NH85037
cand81020,2437721400,"howard, jeff",howard,jeff,M,NH85268,NH85268
cand811,NA,"bryan, richard h",bryan,richard h,M,15700,S8NV00016
cand81109,5513197628,"keough, bruce w",keough,bruce w,M,NH85609,NH85609
cand81162,3820451653,"tarbell, charles a",tarbell,charles a,M,NH85783,NH85783
cand812,NA,"burns, conrad",burns,conrad,M,15701,S8MT00119
cand81261,NA,"kelly, molly",kelly,molly,F,NH8622,NH8622
cand813,NA,"kerrey, j robert bob",kerrey,j robert bob,M,15702,S8NE00067
cand814,29075809697,"kohl, herb",kohl,herb,M,15703,S6WI00061
cand81466,NA,"daggett, chris & esposito, frank j",daggett,chris & esposito,U,NJ132288,NJ132288
cand81473,NA,"digaetano, paul",digaetano,paul,M,NJ13376,NJ13376
cand815,2381707689,"lieberman, joseph i",lieberman,joseph i,M,15704,S8CT00022
cand81509,NA,"mcgreevey, james e",mcgreevey,james e,M,NJ16922,NJ16922
cand81529,29065810277,"schundler, bret d",schundler,bret d,M,NJ19018,NJ19018
cand81546,3818429185,"wisniewski, john s",wisniewski,john s,M,NJ2089,NJ2089
cand816,NA,"robb, charles spittal",robb,charles spittal,M,15705,S8VA00156
cand81737,29185874199,"merkt, richard a",merkt,richard a,M,NJ3976,NJ3976
cand81799,5e15,"buono, barbara",buono,barbara,F,NJ749,nj_TEMP_c64da14f59
cand81823,4458835611,"lesniak, raymond j",lesniak,raymond j,M,NJ765,NJ765
cand81865,3787878690,"caliguire, todd",caliguire,todd,M,NJ90054,NJ90054
cand81868,NA,"difrancesco, donald t",difrancesco,donald t,M,NJ90061,NJ90061
cand81883,3818435904,"schroeder, robert",schroeder,robert,M,NJ90097,NJ90097
cand81969,5e15,"genovese, gina",genovese,gina,F,NJ944340,NJ944340
cand820,3822457954,"flake, jeffry lane",flake,jeffry lane,M,20100,H0AZ01184
cand82051,3818434924,"latigona, michael",latigona,michael,M,NJ90474,NJ90474
cand82099,3818443532,"pawlowski, jeffrey",pawlowski,jeffrey,M,NJ90552,NJ90552
cand821,3115078718,"boozman, john",boozman,john,M,20101,H2AR03176
cand82171,4417746403,"christie, christopher j",christie,christopher j,M,P60008521,P60008521
cand82190,3816420586,"castillo, hector",castillo,hector,M,H6NJ09231,H6NJ09231
cand822,NA,"ross, michael avery",ross,michael avery,M,20102,H0AR04038
cand82223,3818420702,"bacon, roger",bacon,roger,M,NJ90786,NJ90786
cand82265,3818426126,"bell, wesley k wes",bell,wesley k wes,M,NJ90861,NJ90861
cand823,2887964468,"honda, michael makoto",honda,michael makoto,M,20103,H0CA15148
cand82326,2743894672,"bradley, walter d",bradley,walter d,M,NM11975,NM11975
cand82328,29195876095,"burpo, robert m",burpo,robert m,M,NM12245,NM12245
cand82350,29085836357,"rael, lawrence",rael,lawrence,M,NM132370,NM132370
cand82351,5e15,"martinez, susana g",martinez,susana g,F,NM132372,NM132372
cand82352,2296644750,"turner, douglas w",turner,douglas w,M,NM132373,NM132373
cand82353,29085815013,"weh, allen e",weh,allen e,M,NM132374,NM132374
cand82388,3818420766,"baca, gilbert s",baca,gilbert s,M,NM133017,NM133017
cand82392,3818420708,"bacon, david e",bacon,david e,M,NM133030,NM133030
cand82393,NA,"bailey jr, george brent g",bailey,george brent g,M,NM133053,NM133053
cand824,4623033998,"schiff, adam",schiff,adam,M,20104,H0CA27085
cand825,5e15,"solis, hilda",solis,hilda,F,20105,H0CA31087
cand826,NA,"watson, diane e e",watson,diane e e,F,20106,H2CA32099
cand82622,NA,"beffort, sue wilson",beffort,sue wilson,F,NM2570,NM2570
cand82676,4927306807,"moore, brian k",moore,brian k,M,NM6430,NM6430
cand827,29065800109,"issa, darrell edward",issa,darrell edward,M,20107,H0CA48024
cand828,5e15,"davis, susan a",davis,susan a,F,20108,H0CA49055
cand82802,3759334058,"damron, james r",damron,james r,M,NM92157,NM92157
cand82809,105031115,"davis, william f",davis,william f,M,NM92167,NM92167
cand82813,3818434596,"dendahl, john g",dendahl,john g,M,NM92171,NM92171
cand829,4649058547,"simmons, rob",simmons,rob,M,20109,H0CT02124
cand830,4772175487,"miller, jefferson b",miller,jefferson b,M,20110,H2FL01100
cand831,2381709635,"crenshaw, ander",crenshaw,ander,M,20111,H0FL04066
cand83102,29085830835,"sandel, jerry",sandel,jerry,M,NM92530,NM92530
cand832,3173123317,"keller, richard anthony",keller,richard anthony,M,20112,H0FL08042
cand83292,3816418280,"conquest, frederick l",conquest,frederick l,M,NV142325,NV142325
cand83293,4031286556,"reid, rory",reid,rory,M,NV142326,NV142326
cand833,2659853697,"putnam, adam hughes",putnam,adam hughes,M,20113,H0FL12051
cand83303,3822456739,"curtis, david scott",curtis,david scott,M,NV142337,NV142337
cand83304,3822460166,"disimone, eugene gino",disimone,eugene gino,M,NV142338,NV142338
cand83305,NA,"lampitt jr, arthur forest",lampitt,arthur forest,M,NV142343,NV142343
cand83309,3818428481,"montandon, michael l",montandon,michael l,M,NV142348,NV142348
cand83360,5e15,"flores, lucy",flores,lucy,F,H6NV04012,H6NV04012
cand834,29185854455,"otter, clement leroy",otter,clement leroy,M,20114,H0ID01139
cand83436,5e15,"hunt, lorraine t",hunt,lorraine t,F,NV15260,NV15260
cand83461,3822455295,"neal, joe",neal,joe,M,NV17534,NV17534
cand83483,3820438522,"sandoval, brian e",sandoval,brian e,M,NV18880,NV18880
cand83493,3820446310,"sisolak, steve",sisolak,steve,M,NV19282,NV19282
cand835,33318500981,"kirk, mark steven",kirk,mark steven,M,20115,H0IL10120
cand83511,NA,"westcott, bruce",westcott,bruce,M,NV20606,NV20606
cand83544,3818425611,"beers, bob t",beers,bob t,M,NV3761,NV3761
cand83546,29075812525,"guinn, kenny",guinn,kenny,M,NV3763,NV3763
cand836,4924294911,"johnson, timothy v",johnson,timothy v,M,20116,H0IL15053
cand837,2860951469,"pence, michael richard",pence,michael richard,M,20117,H8IN02060
cand83758,5e15,"damayo, melody",damayo,melody,F,NV94092,NV94092
cand838,NA,"kerns, brian",kerns,brian,M,20118,H0IN07074
cand83824,NA,"geyer, dick",geyer,dick,M,NV94178,NV94178
cand83828,3820446668,"gibson, james b",gibson,james b,M,NV94182,NV94182
cand839,2592833108,"lynch, stephen f",lynch,stephen f,M,20119,H2MA09072
cand83998,3818445799,"meyer, dan",meyer,dan,M,NV94411,NV94411
cand840,NA,"rogers, michael j",rogers,michael j,M,20120,H0MI08042
cand841,NA,"kennedy, mark raymond",kennedy,mark raymond,M,20121,H0MN02035
cand842,5e15,"mccollum, betty",mccollum,betty,F,20122,H0MN04049
cand84231,4169385159,"aronowitz, stanley g",aronowitz,stanley g,M,NY11270,NY11270
cand84246,4337680054,"cuomo, andrew m g",cuomo,andrew m g,M,NY13066,NY13066
cand843,31561353390,"akin, w todd",akin,w todd,M,20123,H0MO02148
cand84370,2949993545,"cheevers, jack g",cheevers,jack g,M,NY134315,NY134315
cand84375,NA,"donohue, mary",donohue,mary,F,NY13435,NY13435
cand844,32800687782,"graves, samuel b jr sam",graves,samuel b sam,M,20124,H0MO06073
cand84400,NA,"cronin, gerard j g",cronin,gerard j g,M,NY134598,NY134598
cand84442,NA,"duncan, alison",duncan,alison,F,NY134947,NY134947
cand84475,5e15,"frankel, sandra",frankel,sandra,F,NY135260,NY135260
cand84495,3841630061,"golisano, b thomas g",golisano,b thomas g,U,NY135474,NY135474
cand845,29215885737,"rehberg, dennis r",rehberg,dennis r,M,20125,H0MT00033
cand84561,NA,"jeffrey, scott g",jeffrey,scott g,M,NY136155,NY136155
cand84592,2409716502,"king, charlie",king,charlie,M,NY136397,NY136397
cand846,5402534495,"osborne, tom",osborne,tom,M,20126,H0NE03159
cand84617,NA,"leighton, thomas k g",leighton,thomas k g,M,NY136628,NY136628
cand84654,NA,"mccourt, malachy g",mccourt,malachy g,M,NY136973,NY136973
cand84668,33220888524,"mehiel, dennis",mehiel,dennis,M,NY137104,NY137104
cand847,NA,"ferguson, mike",ferguson,mike,M,20127,H8NJ06118
cand84702,NA,"neild, william j g",neild,william j g,M,NY137401,NY137401
cand84735,4154363910,"faso, john j",faso,john j,M,21716,H6NY19169
cand84753,29095828547,"lazio, rick g",lazio,rick g,M,NY146839,NY146839
cand84754,29075806243,"paladino, carl g",paladino,carl g,M,NY146840,NY146840
cand84757,NA,"lorigo, ralph c g",lorigo,ralph c g,M,NY147252,NY147252
cand84785,110480053,"edwards, greg",edwards,greg,M,NY147299,NY147299
cand84786,3827505829,"ognibene, thomas v",ognibene,thomas v,M,NY147301,NY147301
cand848,NA,"grucci, felix j jr",grucci,felix j,M,20128,H0NY01095
cand84800,5e15,"tenney, claudia",tenney,claudia,F,21749,H4NY22051
cand849,4712113699,"israel, steve",israel,steve,M,20129,H0NY02085
cand84933,NA,"mccall, h carl g",mccall,h carl g,U,NY16825,NY16825
cand84948,4147349408,"paterson, david a",paterson,david a,M,NY17947,NY17947
cand84972,30187822557,"spitzer, eliot l g",spitzer,eliot l g,M,NY19490,NY19490
cand850,3845885643,"tiberi, patrick j",tiberi,patrick j,M,20130,H0OH12062
cand851,NA,"sullivan, john",sullivan,john,M,20131,H2OK01093
cand85110,NA,"suozzi, tom g",suozzi,tom g,M,NY22090,NY22090
cand85141,NA,"vanderhoef, c scott",vanderhoef,c scott,U,NY22156,NY22156
cand85160,5e15,"wilder, kimberly g",wilder,kimberly g,F,NY22195,NY22195
cand85184,3822470977,"espaillat, adriano",espaillat,adriano,M,21715,H2NY13096
cand85188,NA,"hawkins, howie g",hawkins,howie g,M,NY351805,NY351805
cand85192,2726884201,"redlich, warren g",redlich,warren g,M,NY351813,NY351813
cand85197,5e15,"davis, kristin m g",davis,kristin m g,F,NY351822,NY351822
cand852,2327665440,"carson, brad r",carson,brad r,M,20132,H0OK02053
cand85214,27525398448,"pataki, george e",pataki,george e,M,P60007572,P60007572
cand85246,2463751197,"perkins, bill",perkins,bill,M,H6NY13121,H6NY13121
cand853,NA,"hart, melissa a",hart,melissa a,F,20133,H0PA04154
cand85383,3820448151,"lopez, peter d",lopez,peter d,M,H6NY19219,H6NY19219
cand854,4075316394,"shuster, william f",shuster,william f,M,20134,H2PA09035
cand855,3822472851,"platts, todd r",platts,todd r,M,20135,H0PA19053
cand856,29356289803,"langevin, james r",langevin,james r,M,20136,H0RI02139
cand857,NA,"brown, henry e jr",brown,henry e,M,20137,H0SC01071
cand858,3161099919,"wilson, addison joe graves",wilson,addison joe graves,M,20138,H2SC02059
cand859,4104319951,"culberson, john a",culberson,john a,M,20139,H0TX07055
cand859152,36031813679,"d abrosca, peter",dabrosca,peter,M,H0NC07124999,H0NC07124
cand860,NA,"matheson, james david",matheson,james david,M,20140,H0UT02096
cand861,NA,"davis, jo ann s",davis,jo ann s,F,20141,H0VA01052
cand862,NA,"schrock, edward l",schrock,edward l,M,20142,H0VA02035
cand863,32794684680,"forbes, j randy",forbes,j randy,M,20143,H2VA04052
cand864,3135082515,"cantor, eric ivan",cantor,eric ivan,M,20144,H0VA07042
cand865,5341805331,"larsen, richard ray",larsen,richard ray,M,20145,H0WA02080
cand867,3027021071,"clay, william lacy jr",clay,william lacy,M,20147,H0MO01066
cand868,NA,"bonner, josiah robias",bonner,josiah robias,M,20300,H2AL01077
cand86807,NA,"green, kimberly wilder think",green,kimberly wilder think,U,NY:A13655,ny_A13655
cand869,3928824448,"rogers, michael",rogers,michael,M,20301,H2AL03032
cand86994,NA,spitzer paterson 2006,spitzer paterson 2006,NA,U,NY:A17766,ny_A17766
cand870,3078023076,"davis, artur genestre",davis,artur genestre,M,20302,H0AL07060
cand87022,NA,"daniels, randy",daniels,randy,M,NY:A17909,ny_A17909
cand871,3820441452,"renzi, richard george",renzi,richard george,M,20303,H2AZ01172
cand872,3815396013,"franks, trent",franks,trent,M,20304,H4AZ04024
cand873,29396567365,"grijalva, raul m",grijalva,raul m,M,20305,H2AZ07070
cand874,2901967391,"cardoza, dennis",cardoza,dennis,M,20306,H2CA18056
cand87461,NA,team manning 2006,team manning 2006,NA,U,NY:A19025,ny_A19025
cand875,2358679261,"nunes, devin",nunes,devin,M,20307,H8CA20059
cand876,5e15,"sanchez, linda",sanchez,linda,F,20310,H2CA39078
cand877,500001e10,"musgrave, marilyn",musgrave,marilyn,F,20311,H2CO04045
cand87750,NA,clifton silberger 2006,clifton silberger 2006,NA,U,NY:A25713,ny_A25713
cand878,29175864335,"beauprez, bob",beauprez,bob,M,20312,H2CO07063
cand87801,NA,"island, long",island,long,M,NY:A27222,ny_A27222
cand87841,NA,"spitzer 2010, inc",spitzer 2010,inc,U,NY:A30102,ny_A30102
cand879,5e15,"brown waite, ginny",brown waite,ginny,F,20313,H2FL05127
cand880,5e15,"harris, katherine",harris,katherine,F,20314,H2FL13113
